Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F3: Sample,Found in Sample: [S3] F3: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P60900,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,0,239.601,75,20,541,20,246,27.4,6.76,1460.04,20,0,2328983169,High,1,
FALSE,High,Master Protein,Q16401,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3,0,449.42,77,37,539,37,504,56.2,5.48,1361.1,37,0,2489708497,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P49720,Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2,0,171.209,59,14,516,14,205,22.9,6.55,1166.49,14,0,864168941.3,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O14818,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,0,248.139,72,20,495,20,248,27.9,8.46,1384,20,0,2543273287,High,1,
FALSE,High,Master Protein,O75832,26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1,0,220.82,75,17,415,16,226,24.4,6.1,948.93,17,1,503041221.9,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P25788,Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,0,171.498,54,18,411,18,255,28.4,5.33,851.05,18,0,2235321741,High,1,Phospho [S250]; Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P28070,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,0,233.053,55,11,380,11,264,29.2,5.97,1118.12,11,0,1356635081,High,1,
FALSE,High,Master Protein,P48556,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2,0,214.989,58,24,376,24,350,39.6,9.7,974.98,24,0,2008856880,High,1,
FALSE,High,Master Protein,Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3,0,329.243,90,27,366,27,329,37.6,5.33,756.33,27,0,1078475333,High,1,Met-loss [N-Term]; Met-loss+Acetyl [N-Term]; Acetyl [N-Term]; Acetyl [K158]
FALSE,High,Master Protein,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",0,350.134,61,42,351,36,644,66,8.12,799.74,42,6,1024795815,High,1,
FALSE,High,Master Protein,Q99436,Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1,0,158.316,51,13,317,13,277,29.9,7.68,725.48,13,0,760377679.5,High,1,
FALSE,High,Master Protein,Q16186,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2,0,175.777,30,16,308,16,407,42.1,5.07,698.53,16,0,732508591.5,High,1,Met-loss+Acetyl [N-Term]; Acetyl [N-Term]; Phospho [S211]
FALSE,High,Master Protein,P28072,Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,0,91.98,58,11,268,11,239,25.3,4.92,865.18,11,0,953346053.4,High,1,
FALSE,High,Master Protein,P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3",0,303.969,73,30,239,29,623,62,5.24,511.84,30,1,522081193.7,High,1,
FALSE,High,Master Protein,P25789,Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1,0,178.3,62,16,234,16,261,29.5,7.72,597.95,16,0,2227014637,High,1,
FALSE,High,Master Protein,P49721,Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,0,130.345,76,18,219,17,201,22.8,7.02,384.05,18,0,1007746600,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,O43396,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,0,320.314,69,21,211,21,289,32.2,4.96,607.94,21,0,594458526.2,High,1,Met-loss [N-Term]; Acetyl [N-Term]
FALSE,High,Master Protein,P55036,26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1,0,144.254,37,12,207,12,377,40.7,4.79,538.15,12,0,1018924264,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q14997,Proteasome activator complex subunit 4 OS=Homo sapiens OX=9606 GN=PSME4 PE=1 SV=2,0,273.058,33,46,184,46,1843,211.2,6.9,354.57,46,0,157660476.7,High,1,
FALSE,High,Master Protein,P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",0,259.282,52,29,157,26,584,58.8,5.21,353.59,29,2,305500852.3,High,1,
FALSE,High,Master Protein,P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",0,197.989,65,34,143,24,639,65.4,8,235.19,34,7,176292048.5,High,1,
FALSE,High,Master Protein,Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens OX=9606 GN=UBLCP1 PE=1 SV=2,0,99.191,40,18,132,18,318,36.8,6.46,238.44,18,0,182613145.8,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,0,166.952,51,32,129,20,724,83.2,5.03,231.8,32,12,171539769.1,High,1,Phospho [S255]
FALSE,High,Master Protein,Q9BRP4,Proteasomal ATPase-associated factor 1 OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=2,0,107.597,52,21,115,21,392,42.2,6.32,190.61,21,0,284963283.1,High,1,
FALSE,High,Master Protein,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,0,135.713,42,28,108,16,732,84.6,5.02,184.7,28,0,44541316.13,High,1,Phospho [S263]
FALSE,High,Master Protein,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,0,166.666,25,32,93,32,1675,191.5,5.69,162.03,32,0,57809858.86,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62979,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2,0,58.97,60,9,90,9,156,18,9.64,127.61,9,0,184692696.5,High,1,
FALSE,High,Master Protein,P68104,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,0,119.655,36,12,88,6,462,50.1,9.01,206.49,12,5,116243957.1,High,1,Acetyl [K408]
FALSE,High,Master Protein,P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",0,98.608,41,24,85,2,564,60,8,164.65,24,0,3744863.25,High,1,
FALSE,High,Master Protein,P02538,"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",0,104.909,43,25,79,3,564,60,8,161.35,25,12,44594689.34,High,1,
FALSE,High,Master Protein,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,0,91.354,54,16,74,3,444,49.6,4.89,130.86,16,14,56117275.38,High,1,
FALSE,High,Master Protein,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",0,90.196,38,24,72,13,590,62.3,7.74,123.64,24,0,25586976.38,High,1,
FALSE,Medium,Master Protein,P19174,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens OX=9606 GN=PLCG1 PE=1 SV=1",0.033,1.91,1,1,70,1,1290,148.4,6.05,25.46,1,0,30045923.66,High,1,Phospho [T932; T938]
FALSE,High,Master Protein,P08779,"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",0,99.943,49,20,70,9,473,51.2,5.05,117.43,20,7,51153006.56,High,1,
FALSE,High,Master Protein,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,0,82.944,51,15,69,2,445,49.8,4.89,119.84,15,0,3504852.375,High,1,
FALSE,High,Master Protein,Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,0,194.668,35,38,67,38,1782,191.4,4.41,121.35,38,0,43020263.34,High,1,
FALSE,High,Master Protein,P63261,"Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1",0,102.612,54,14,64,14,375,41.8,5.48,139.21,14,0,64683253.22,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",0,86.799,41,19,59,4,472,51.5,5.16,101.88,19,4,21931898.44,High,1,
FALSE,High,Master Protein,P23396,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,0,66.811,74,19,59,19,243,26.7,9.66,84.82,19,0,53423580.14,High,1,
FALSE,High,Master Protein,P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",0,84,59,17,57,17,263,29.6,10.15,79.41,17,0,77555869.81,High,1,
FALSE,High,Master Protein,P68363,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1,0,85.206,36,12,56,12,451,50.1,5.06,101.44,12,0,52491910.5,High,1,
FALSE,High,Master Protein,P62241,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,0,65.854,55,12,51,12,208,24.2,10.32,106.05,12,0,52772583.44,High,1,
FALSE,High,Master Protein,P26641,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,0,76.399,27,13,42,13,437,50.1,6.67,86.9,13,0,341785829.4,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61247,40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2,0,44.96,42,14,41,14,264,29.9,9.73,58,14,0,78800635.89,High,1,
FALSE,High,Master Protein,Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,0,70.548,17,19,41,19,1382,166.5,6.79,35.88,19,0,20545439.22,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,0,42.683,19,7,39,1,463,50.4,9.03,62.45,7,0,,High,1,
FALSE,High,Master Protein,P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,0,74.93,41,9,39,9,295,32.8,4.87,96.53,9,0,52257067.63,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P13639,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,0,64.783,22,17,39,17,858,95.3,6.83,47.37,17,0,21990549.25,High,1,
FALSE,High,Master Protein,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,0,78.349,31,10,38,10,374,42.5,5.63,73.12,10,0,21409870.81,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P11142,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1,0,93.778,29,16,38,14,646,70.9,5.52,73.6,16,2,38626422.25,High,1,
FALSE,High,Master Protein,P17706,Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2,0,72.737,26,9,36,9,415,48.4,8.29,50.96,9,0,33452173.52,High,1,Phospho [S52]
FALSE,High,Master Protein,P63244,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3,0,53.741,44,12,36,12,317,35.1,7.69,60.4,12,0,41727481.63,High,1,
FALSE,High,Master Protein,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,0,63.982,62,9,35,9,227,24.6,7.21,73.14,9,0,18785280.69,High,1,
FALSE,High,Master Protein,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,0,83.974,23,19,35,19,981,112.3,5.22,50.64,19,0,17823000.91,High,1,Met-loss+Acetyl [N-Term]; Phospho [Y479]
FALSE,High,Master Protein,Q04695,"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",0,49.339,23,12,35,2,432,48.1,5.02,50.21,12,0,,High,1,
FALSE,High,Master Protein,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,0,36.346,40,10,35,8,255,29.2,4.74,51.62,10,2,27207081.13,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q9GZP4,PITH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PITHD1 PE=1 SV=1,0,52.43,54,8,34,8,211,24.2,5.74,52.15,8,0,39444524.59,High,1,
FALSE,High,Master Protein,Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6,0,52.102,17,13,34,13,825,90.5,6,40.71,13,0,27678529.38,High,1,
FALSE,High,Master Protein,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,0,66.554,45,10,33,8,245,27.7,4.79,65.94,10,0,30389612.13,High,1,
FALSE,High,Master Protein,P12035,"Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3",0,30.729,9,8,32,1,628,64.4,6.48,30.8,8,0,,High,1,
FALSE,High,Master Protein,Q15386,Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3,0,74.002,19,18,31,18,1083,123.8,6.71,49.76,18,0,17056437.19,High,1,
FALSE,High,Master Protein,P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,0,72.81,72,8,31,8,132,14.5,7.21,62.41,8,0,30815442.66,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9UMX0,Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,0,71.346,33,10,30,10,589,62.5,5.11,66.22,10,0,16887983.88,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62249,40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2,0,20.273,47,7,30,7,146,16.4,10.21,58.36,7,0,33420644.25,High,1,
FALSE,High,Master Protein,P29692,Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5,0,49.165,40,9,28,9,281,31.1,5.01,44.79,9,0,32705290.23,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62269,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3,0,31.291,38,7,27,7,152,17.7,10.99,53.42,7,0,31538681.44,High,1,
FALSE,High,Master Protein,P62280,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,0,34.321,56,10,27,10,158,18.4,10.3,29.5,10,0,40675362.03,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62263,40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3,0,39.553,39,7,27,7,151,16.3,10.05,61.87,7,0,29176245.28,High,1,
FALSE,High,Master Protein,P46782,40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,0,40.418,36,6,27,6,204,22.9,9.72,57.1,6,0,23673643.72,High,1,Met-loss+Acetyl [N-Term]; Acetyl [N-Term]
FALSE,High,Master Protein,P39019,40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,0,21.432,37,6,26,6,145,16.1,10.32,38.14,6,0,25576015.86,High,1,
FALSE,High,Master Protein,P08727,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",0,18.968,14,6,26,1,400,44.1,5.14,45.79,6,1,1163020.25,High,1,
FALSE,High,Master Protein,P18124,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,0,24.464,29,8,26,8,248,29.2,10.65,29.72,8,0,20479212.13,High,1,
FALSE,High,Master Protein,P05787,"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7",0,33.842,20,11,26,5,483,53.7,5.59,42.15,11,0,4252718.75,High,1,
FALSE,High,Master Protein,Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,0,50.873,32,8,26,8,414,44.7,6.19,31.43,8,0,23101415.83,High,1,
FALSE,High,Master Protein,P62753,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,0,43.367,24,8,25,8,249,28.7,10.84,46.66,8,0,30480320.06,High,1,
FALSE,High,Master Protein,P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,0,26.013,48,7,25,7,194,22.1,10.1,32.33,7,0,11324854.19,High,1,
FALSE,High,Master Protein,P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,0,41.354,56,7,25,7,225,24.7,4.67,41.09,7,0,25309000.13,High,1,Phospho [S106]
FALSE,High,Master Protein,P15880,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,0,26.036,25,7,25,7,293,31.3,10.24,43.28,7,0,32214960.63,High,1,
FALSE,High,Master Protein,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,0,29.999,17,11,24,7,586,69.4,6.27,14.45,11,4,11305387.41,High,1,
FALSE,High,Master Protein,P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3,0,46.207,21,14,24,14,814,92.4,5,37.17,14,0,13449481,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,0,82.415,7,20,24,19,5183,573.5,6.04,32.74,20,1,52116817.33,High,1,
FALSE,High,Master Protein,P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,0,66.614,22,8,23,8,409,43.1,4.84,44.92,8,0,19952135.34,High,1,Phospho [T155; T159; S160; T162]
FALSE,High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,0,34.903,20,10,22,10,609,69.8,6.64,19.55,10,0,6603423.125,High,1,
FALSE,High,Master Protein,P06748,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,0,43.276,45,9,22,9,294,32.6,4.78,34.39,9,0,30904358.19,High,1,Acetyl [N-Term]; Phospho [S4]
FALSE,High,Master Protein,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,0,31.871,25,6,21,4,247,28.3,4.89,44.22,6,0,3100932.094,High,1,
FALSE,High,Master Protein,P08708,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,0,61.016,49,5,21,5,135,15.5,9.85,46.75,5,0,25080143.38,High,1,
FALSE,High,Master Protein,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,0,43.324,38,9,20,9,335,36,8.46,37.3,9,0,21453758.94,High,1,
FALSE,High,Master Protein,P62424,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,0,40.695,30,8,20,8,266,30,10.61,39.93,8,0,16533603,High,1,
FALSE,High,Master Protein,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1,0,47.127,22,9,20,8,641,70,5.66,46.12,9,0,9881769.938,High,1,
FALSE,High,Master Protein,Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1,0,42.531,15,13,20,13,913,105.3,5.68,15.9,13,0,13879828.44,High,1,
FALSE,High,Master Protein,P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0,37.49,17,10,20,6,636,70.6,9.5,40.93,10,2,7457101.375,High,1,
FALSE,High,Master Protein,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,0,27.065,40,5,19,1,152,17.1,6.19,25.76,5,0,2201508.25,High,1,
FALSE,High,Master Protein,P40429,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,0,14.713,27,6,19,6,203,23.6,10.93,11.72,6,0,15305747.84,High,1,
FALSE,High,Master Protein,Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1,0,21.884,9,5,19,1,505,58.2,4.73,26.91,5,0,1609977.625,High,1,Met-loss [N-Term]
